_raw,_time,action,app,bytes,bytes_in,bytes_out,c_ip,category,cookie,cs_Referer,cs_User_Agent,cs_auth_group,cs_bytes,cs_categories,cs_host,cs_method,cs_threat_risk,cs_uri_port,cs_uri_scheme,cs_username,date,date_hour,date_mday,date_minute,date_month,date_second,date_wday,date_year,date_zone,dest,dest_host,dest_ip,dest_port,duration,eventtype,host,http_content_type,http_method,http_referrer,http_user_agent,http_user_agent_length,index,linecount,packets_in,product,protocol,punct,response_time,rs_Content_Type,s_action,s_ip,s_supplier_country,s_supplier_failures,s_supplier_ip,s_supplier_name,sc_bytes,sc_filter_result,sc_status,session_id,site,source,sourcetype,splunk_server,splunk_server_group,src,src_port,status,tag,tag::action,tag::app,tag::eventtype,tag::sourcetype,time,time_taken,transport,uri_path,uri_query,url,user,vendor,vendor_action,vendor_categories,vendor_product,x_bluecoat_application_groups,x_bluecoat_application_name,x_bluecoat_application_operation,x_bluecoat_transaction_uuid,x_icap_reqmod_header,x_icap_respmod_header,x_icap_respmod_header_X_ICAP_Metadata,x_virus_id
"2021-11-16 08:20:49 159617 10.55.66.777 Fahad3315 stc\proxylanusers youtube.com 172.217.19.46 ""None"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 0 TUNNELED unknown - ssl youtube.com 443 / - - - 10.20.30.40 5296 131 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-00000000247c8d95-0000000061936941 - -",2021-11-16T11:20:49.000+0300,allowed,Blue Coat ProxySG,5427,5296,131,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,131,Mixed Content/Potentially Adult;Audio/Video Clips,youtube.com,unknown,1,443,ssl,Fahad3315,11/16/2021,8,16,20,november,49,tuesday,2021,0,youtube.com,youtube.com,,,159617,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_._..._""""_-_-__""_/_;/_""_-____-__.__/_",159617,-,TUNNELED,10.20.30.40,None,-,172.217.19.46,youtube.com,5296,OBSERVED,0,,youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-16,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,8:20:49,159617,unknown,/,-,ssl://youtube.com/,Fahad3315,Blue Coat,TUNNELED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-00000000247c8d95-0000000061936941,-,-,,-
"2021-11-16 08:19:57 109535 10.55.66.777 Fahad3315 stc\proxylanusers youtube.com 172.217.19.46 ""None"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 0 TUNNELED unknown - ssl youtube.com 443 / - - - 10.20.30.40 1334 457 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-00000000247b01ea-0000000061936940 - -",2021-11-16T11:19:57.000+0300,allowed,Blue Coat ProxySG,1791,1334,457,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,457,Mixed Content/Potentially Adult;Audio/Video Clips,youtube.com,unknown,1,443,ssl,Fahad3315,11/16/2021,8,16,19,november,57,tuesday,2021,0,youtube.com,youtube.com,,,109535,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_._..._""""_-_-__""_/_;/_""_-____-__.__/_",109535,-,TUNNELED,10.20.30.40,None,-,172.217.19.46,youtube.com,1334,OBSERVED,0,,youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-10,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,8:19:57,109535,unknown,/,-,ssl://youtube.com/,Fahad3315,Blue Coat,TUNNELED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-00000000247b01ea-0000000061936940,-,-,,-
"2021-11-16 08:19:57 108966 10.55.66.777 Fahad3315 stc\proxylanusers www.youtube.com 216.58.198.78 ""None"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 0 TUNNELED unknown - ssl www.youtube.com 443 / - - - 10.20.30.40 1757 461 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-00000000247b01e7-0000000061936940 - -",2021-11-16T11:19:57.000+0300,allowed,Blue Coat ProxySG,2218,1757,461,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,461,Mixed Content/Potentially Adult;Audio/Video Clips,www.youtube.com,unknown,1,443,ssl,Fahad3315,11/16/2021,8,16,19,november,57,tuesday,2021,0,www.youtube.com,www.youtube.com,,,108966,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_.._..._""""_-_-__""_/_;/_""_-____-__..__",108966,-,TUNNELED,10.20.30.40,None,-,216.58.198.78,www.youtube.com,1757,OBSERVED,0,,www.youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-10,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,8:19:57,108966,unknown,/,-,ssl://www.youtube.com/,Fahad3315,Blue Coat,TUNNELED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-00000000247b01e7-0000000061936940,-,-,,-
"2021-11-16 08:18:11 3 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 200 TCP_ACCELERATED CONNECT - tcp youtube.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 217 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-000000002477dc9a-0000000061936943 - -",2021-11-16T11:18:11.000+0300,allowed,Blue Coat ProxySG,256,39,217,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,217,Mixed Content/Potentially Adult;Audio/Video Clips,youtube.com,CONNECT,1,443,tcp,Fahad3315,11/16/2021,8,16,18,november,11,tuesday,2021,0,youtube.com,youtube.com,,,3,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""_/_;/_""_-____-_",3,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-9,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,8:18:11,3,tcp,/,-,tcp://youtube.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-000000002477dc9a-0000000061936943,-,-,,-
"2021-11-16 08:18:09 4 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 200 TCP_ACCELERATED CONNECT - tcp www.youtube.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 225 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-000000002477cd8f-0000000061936941 - -",2021-11-16T11:18:09.000+0300,allowed,Blue Coat ProxySG,264,39,225,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,225,Mixed Content/Potentially Adult;Audio/Video Clips,www.youtube.com,CONNECT,1,443,tcp,Fahad3315,11/16/2021,8,16,18,november,9,tuesday,2021,0,www.youtube.com,www.youtube.com,,,4,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""_/_;/_""_-____-_",4,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,www.youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-5,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,8:18:09,4,tcp,/,-,tcp://www.youtube.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-000000002477cd8f-0000000061936941,-,-,,-
"2021-11-16 08:18:09 4 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 200 TCP_ACCELERATED CONNECT - tcp youtube.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 217 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-000000002477cd89-0000000061936941 - -",2021-11-16T11:18:09.000+0300,allowed,Blue Coat ProxySG,256,39,217,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,217,Mixed Content/Potentially Adult;Audio/Video Clips,youtube.com,CONNECT,1,443,tcp,Fahad3315,11/16/2021,8,16,18,november,9,tuesday,2021,0,youtube.com,youtube.com,,,4,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""_/_;/_""_-____-_",4,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-5,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,8:18:09,4,tcp,/,-,tcp://youtube.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-000000002477cd89-0000000061936941,-,-,,-
"2021-11-16 08:18:08 3 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 200 TCP_ACCELERATED CONNECT - tcp www.youtube.com 443 / - - - 10.20.30.40 39 67 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-000000002477c62e-0000000061936940 - -",2021-11-16T11:18:08.000+0300,allowed,Blue Coat ProxySG,106,39,67,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,67,Mixed Content/Potentially Adult;Audio/Video Clips,www.youtube.com,CONNECT,1,443,tcp,Fahad3315,11/16/2021,8,16,18,november,8,tuesday,2021,0,www.youtube.com,www.youtube.com,,,3,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""_/_;/_""_-____-_",3,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,www.youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-5,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,8:18:08,3,tcp,/,-,tcp://www.youtube.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-000000002477c62e-0000000061936940,-,-,,-
"2021-11-16 08:18:08 3 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 200 TCP_ACCELERATED CONNECT - tcp youtube.com 443 / - - - 10.20.30.40 39 59 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-000000002477c1c1-0000000061936940 - -",2021-11-16T11:18:08.000+0300,allowed,Blue Coat ProxySG,98,39,59,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,59,Mixed Content/Potentially Adult;Audio/Video Clips,youtube.com,CONNECT,1,443,tcp,Fahad3315,11/16/2021,8,16,18,november,8,tuesday,2021,0,youtube.com,youtube.com,,,3,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""_/_;/_""_-____-_",3,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-11.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-19,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,8:18:08,3,tcp,/,-,tcp://youtube.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-000000002477c1c1-0000000061936940,-,-,,-
"2021-11-16 07:08:08 274115 10.55.66.777 Fahad3315 stc\proxylanusers www.virustotal.com 74.125.34.46 ""None"" - - OBSERVED ""Technology/Internet"" - 0 TUNNELED unknown - ssl www.virustotal.com 443 / - - - 10.20.30.40 644251 4699 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023fecd08-00000000619357c6 - -",2021-11-16T10:08:08.000+0300,allowed,Blue Coat ProxySG,648950,644251,4699,10.55.66.777,Technology/Internet,,-,-,stc\proxylanusers,4699,Technology/Internet,www.virustotal.com,unknown,2,443,ssl,Fahad3315,11/16/2021,7,16,8,november,8,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,274115,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_.._..._""""_-_-__""/""_-____-__..__/_-_-",274115,-,TUNNELED,10.20.30.40,None,-,74.125.34.46,www.virustotal.com,644251,OBSERVED,0,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-20,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,7:08:08,274115,unknown,/,-,ssl://www.virustotal.com/,Fahad3315,Blue Coat,TUNNELED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023fecd08-00000000619357c6,-,-,,-
"2021-11-16 07:07:37 240614 10.55.66.777 Fahad3315 stc\proxylanusers www.virustotal.com 74.125.34.46 ""None"" - - OBSERVED ""Technology/Internet"" - 0 TUNNELED unknown - ssl www.virustotal.com 443 / - - - 10.20.30.40 3152 737 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023fdcae7-00000000619357c8 - -",2021-11-16T10:07:37.000+0300,allowed,Blue Coat ProxySG,3889,3152,737,10.55.66.777,Technology/Internet,,-,-,stc\proxylanusers,737,Technology/Internet,www.virustotal.com,unknown,2,443,ssl,Fahad3315,11/16/2021,7,16,7,november,37,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,240614,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_.._..._""""_-_-__""/""_-____-__..__/_-_-",240614,-,TUNNELED,10.20.30.40,None,-,74.125.34.46,www.virustotal.com,3152,OBSERVED,0,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-28,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,7:07:37,240614,unknown,/,-,ssl://www.virustotal.com/,Fahad3315,Blue Coat,TUNNELED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023fdcae7-00000000619357c8,-,-,,-
"2021-11-16 07:03:36 6 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Technology/Internet"" - 200 TCP_ACCELERATED CONNECT - tcp www.virustotal.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 231 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023f6a498-00000000619357c8 - -",2021-11-16T10:03:36.000+0300,allowed,Blue Coat ProxySG,270,39,231,10.55.66.777,Technology/Internet,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,231,Technology/Internet,www.virustotal.com,CONNECT,2,443,tcp,Fahad3315,11/16/2021,7,16,3,november,36,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,6,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""/""_-____-__..__",6,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-18,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,7:03:36,6,tcp,/,-,tcp://www.virustotal.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023f6a498-00000000619357c8,-,-,,-
"2021-11-16 07:03:35 462 10.55.66.777 Fahad3315 stc\proxylanusers www.virustotal.com 74.125.34.46 ""None"" - - OBSERVED ""Technology/Internet"" - 0 TUNNELED unknown - ssl www.virustotal.com 443 / - - - 10.20.30.40 1934 127 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023f69963-00000000619357c6 - -",2021-11-16T10:03:35.000+0300,allowed,Blue Coat ProxySG,2061,1934,127,10.55.66.777,Technology/Internet,,-,-,stc\proxylanusers,127,Technology/Internet,www.virustotal.com,unknown,2,443,ssl,Fahad3315,11/16/2021,7,16,3,november,35,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,462,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_.._..._""""_-_-__""/""_-____-__..__/_-_-",462,-,TUNNELED,10.20.30.40,None,-,74.125.34.46,www.virustotal.com,1934,OBSERVED,0,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-20,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,7:03:35,462,unknown,/,-,ssl://www.virustotal.com/,Fahad3315,Blue Coat,TUNNELED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023f69963-00000000619357c6,-,-,,-
"2021-11-16 07:03:34 18 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Technology/Internet"" - 200 TCP_ACCELERATED CONNECT - tcp www.virustotal.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 231 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023f696a3-00000000619357c6 - -",2021-11-16T10:03:34.000+0300,allowed,Blue Coat ProxySG,270,39,231,10.55.66.777,Technology/Internet,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,231,Technology/Internet,www.virustotal.com,CONNECT,2,443,tcp,Fahad3315,11/16/2021,7,16,3,november,34,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,18,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""/""_-____-__..__",18,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-20,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,7:03:34,18,tcp,/,-,tcp://www.virustotal.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023f696a3-00000000619357c6,-,-,,-
"2021-11-16 07:03:34 16 10.55.66.777 Fahad3315 stc\proxylanusers 10.20.30.40 10.20.30.40 ""Ambiguous - Special Use"" - - OBSERVED ""Technology/Internet"" - 200 TCP_ACCELERATED CONNECT - tcp www.virustotal.com 443 / - - ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36"" 10.20.30.40 39 231 - ""VirusTotal"" ""none"" ""Online Services"" 2 0eccfe6bf32fd3fa-0000000023f696a2-00000000619357c6 - -",2021-11-16T10:03:34.000+0300,allowed,Blue Coat ProxySG,270,39,231,10.55.66.777,Technology/Internet,,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",stc\proxylanusers,231,Technology/Internet,www.virustotal.com,CONNECT,2,443,tcp,Fahad3315,11/16/2021,7,16,3,november,34,tuesday,2021,0,www.virustotal.com,www.virustotal.com,,,16,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,CONNECT,-,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36",114,bluecoat_it,1,,ProxySG,,"--_::__...__\_..._..._""_-__""_-_-__""/""_-____-__..__",16,-,TCP_ACCELERATED,10.20.30.40,Ambiguous - Special Use,-,10.20.30.40,10.20.30.40,39,OBSERVED,200,,www.virustotal.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-10.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-20,,10.55.66.777,,200,"proxy
web",,,"proxy
web",,7:03:34,16,tcp,/,-,tcp://www.virustotal.com/,Fahad3315,Blue Coat,TCP_ACCELERATED,Technology/Internet,Blue Coat ProxySG,Online Services,VirusTotal,none,0eccfe6bf32fd3fa-0000000023f696a2-00000000619357c6,-,-,,-
"2021-11-16 06:56:39 245512 10.55.66.777 Fahad3315 stc\proxylanusers www.youtube.com 142.250.200.238 ""None"" - - OBSERVED ""Mixed Content/Potentially Adult;Audio/Video Clips"" - 0 TUNNELED unknown - ssl www.youtube.com 443 / - - - 10.20.30.40 2256208 66871 - ""YouTube"" ""none"" ""Video Hosting"" 1 0eccfe6bf32fd3fa-0000000023eaf445-0000000061935531 - -",2021-11-16T09:56:39.000+0300,allowed,Blue Coat ProxySG,2323079,2256208,66871,10.55.66.777,Mixed Content/Potentially Adult;Audio/Video Clips,,-,-,stc\proxylanusers,66871,Mixed Content/Potentially Adult;Audio/Video Clips,www.youtube.com,unknown,1,443,ssl,Fahad3315,11/16/2021,6,16,56,november,39,tuesday,2021,0,www.youtube.com,www.youtube.com,,,245512,bluecoat_proxy bluecoat_proxy_access_file nix-all-logs,10.20.30.40,-,unknown,-,-,1,bluecoat_it,1,,ProxySG,,"--_::__...__\_.._..._""""_-_-__""_/_;/_""_-____-__..__",245512,-,TUNNELED,10.20.30.40,None,-,142.250.200.238,www.youtube.com,2256208,OBSERVED,0,,www.youtube.com,/data/splunkapp/syslog/dc46/bluecoatsg/10.20.30.40/2021-11-16-09.log,bluecoat:proxysg:access:file,sem-spl-idx-cluster1-3,,10.55.66.777,,0,"proxy
web",,,"proxy
web",,6:56:39,245512,unknown,/,-,ssl://www.youtube.com/,Fahad3315,Blue Coat,TUNNELED,"Mixed Content/Potentially Adult
Audio/Video Clips",Blue Coat ProxySG,Video Hosting,YouTube,none,0eccfe6bf32fd3fa-0000000023eaf445-0000000061935531,-,-,,-
